AA,AXP,BA,BAC,CAT,CSCO,CVX,DD,DIS,GE,HD,HPQ,IBM,INTC,JNJ,JPM,KO,MCD,MMM,MRK,MSFT,PFE,PG,T,TRV,UNH,UTX,VZ,WMT,XOM,AAPL,AMD,DELL,GOOG,BNCN,C,CS,GS,AMZN,BBY,COST,WAG,WFM,TEVA,DJIA,SPY
-0.006153866,-0.011668744,0.001454546,-0.007117468,-0.010994614,-0.005602256,-0.004073325,-0.011764842,-0.011614532,-0.01542447,-0.008415197,-0.012062872,-0.010133082,-0.014742282,0,-0.011481182,-0.00643089,-0.002747254,-0.006795043,-0.003273325,-0.00806456,-0.005449605,-0.00851069,-0.007874056,0.001780944,-0.006872879,-0.012547216,-0.009049836,0.002014099,-0.008562743,0.001121705,0,-0.012903405,-0.014709793,0,-0.030437132,-0.028710106,-0.021357596,-0.006389798,-0.009600074,0.005625894,-0.007416598,0.01034492,-0.00619197,-0.007237628,-0.007794272
-0.018692133,0,-0.01316771,-0.007168489,-0.009086383,-0.011299555,-0.007168489,-0.011904903,-0.011751017,0,-0.011331566,-0.01467019,-0.012167938,-0.014962873,-0.010526413,-0.006952519,0,0.002747254,0.002270149,-0.006578971,-0.008130126,0,-0.0051414,0,-0.003565066,-0.020906685,-0.006333143,-0.003034904,-0.002014099,-0.003692312,-0.012976205,-0.044451763,-0.013072082,-0.015098425,-0.026317308,-0.004424786,-0.01467019,-0.011494379,-0.015267472,-0.026060107,-0.008450755,-0.009975145,-0.019048195,-0.020921265,-0.006578808,-0.0078555
0.012500163,0.032335381,0.01607047,0.042259809,0.019086466,0,0.007168489,0.019763489,0.002361276,0.01030937,0.011331566,0.009804,0.014710851,-0.005037794,0.005277057,0.025259667,0.00643089,-0.009648593,0.014631662,0.006578971,0.004073325,0,0.0051414,0.019570096,0.007117468,0.007017573,0.011370937,0.015083242,0.008032172,-0.001233806,0.001135074,0.011299555,0.013072082,0.001182532,0.013245227,0.026259715,-0.004938282,0.01339733,-0.013103225,-0.006622541,0.019608471,0.012453461,0.006968669,0.010515344,0.010228732,0.008637667
-0.012500163,-0.002275314,0.001448226,-0.006920443,-0.017060123,-0.005698021,-0.01542447,-0.011811161,0,0,0.019526422,-0.009804,0.021978907,0.005037794,-0.005277057,0.004524895,0,0.004146516,-0.006726483,0.009788006,0,0,0,0.011560822,0.007067167,0.013889112,-0.003775964,0.002989539,0.011928571,-0.002472189,-0.009403118,-0.034289073,-0.006514681,-0.001013514,0,0.002157498,0.002472189,0.00631714,0.013103225,-0.010016778,0.006910878,0.004938282,0.010362787,0.006256538,-0.000106438,-0.001564946
-0.0319516,-0.023042494,-0.011644964,-0.021053409,-0.039220713,-0.011494379,-0.030512625,-0.020000667,-0.016647233,-0.025975486,-0.016713481,-0.012391732,-0.023249555,-0.020305266,-0.014209831,-0.022832042,-0.00643089,0.010974047,-0.034328314,-0.013072082,-0.01639381,-0.016529302,-0.008583744,-0.003838776,-0.015971946,-0.016222836,-0.024251348,-0.005988042,0,-0.036551013,-0.016452962,-0.023530497,-0.013158085,-0.019454538,-0.026668247,-0.023992427,-0.01242252,-0.012674441,-0.017308698,-0.013513719,-0.011080446,-0.014888612,-0.010362787,-0.018888285,-0.018878466,-0.018972901
0.019293203,0.004651171,0.004382768,0.007067167,0.015666117,0.005763705,0.00851069,0.006042314,0.011919092,0.015666117,0,0.004975135,0.002539684,0.005115101,0.001787311,0.004608303,0,0.001363327,0.017311454,0.006557401,0.008230499,0.00554018,0,-0.007722046,0.007130155,-0.004683849,0.003868477,-0.015128882,-0.00197824,0.008945747,0.015020502,0.023530497,0,-0.006223011,0,0.006600684,0.007472015,0.002547772,0.011373963,0.020202707,-0.011204599,0,0.010362787,-0.002120892,0.004977329,0.007157088
0.006349228,-0.009324077,-0.01173034,-0.007067167,0.02051354,-0.005763705,0.008438869,0.002006019,-0.016726794,-0.020943174,-0.011299555,-0.002484473,-0.006361345,0,-0.00896867,-0.009237941,-0.012987196,-0.015099806,-0.00573725,-0.009852296,0,0.016438726,-0.001725626,-0.00778214,-0.001777778,-0.009434032,-0.0064558,-0.018462063,-0.003968259,0.003809528,0.004576667,-0.023530497,-0.020067563,-0.011861294,0.01342302,-0.006600684,-0.004975135,-0.014093763,-0.00776819,0.00332779,-0.009908078,-0.007528266,0.001716739,0.002120892,-0.004268337,-0.005562192
-0.006349228,-0.004694844,-0.014859114,-0.021506205,-0.013285837,-0.029327615,0.004192878,-0.012096922,-0.014563364,-0.016000341,-0.011428696,-0.015037877,-0.014786512,-0.036367644,-0.010869672,-0.016374635,-0.013158085,-0.006939653,-0.017411931,-0.016639319,-0.012371292,0,-0.012163486,-0.015748357,-0.005352377,-0.007134394,-0.015666117,-0.009360443,-0.005982072,-0.012755275,-0.023387814,-0.024097552,-0.020478531,-0.000702124,0,-0.022322355,-0.022699588,-0.00777206,-0.010250316,-0.020134908,-0.004276557,-0.012674441,0.006837633,-0.01494158,-0.011548024,-0.012024193
-0.025807884,-0.03106582,-0.030397477,-0.021978907,-0.003091193,-0.018018506,-0.016878038,-0.016360283,-0.024753739,-0.038360868,-0.017391743,-0.020408872,-0.038961679,-0.016000341,-0.014679163,-0.019048195,-0.023451661,-0.022536165,-0.021302581,-0.027212564,-0.020965128,-0.021978907,-0.015859363,-0.016000341,-0.007181359,-0.02171376,-0.01457945,-0.015798117,-0.012072581,-0.026009268,-0.045421611,-0.012270093,-0.027973852,-0.022014026,0.013245227,-0.01135086,-0.018018506,-0.01837322,-0.001819837,-0.006802747,-0.024585475,-0.012837147,0.0118545,-0.023940208,-0.020632467,-0.018722566
0.019418086,0.02634883,0.009216655,0.021978907,0.026478125,-0.006079046,0.027283959,0.014329826,0.00250313,0.016620881,0.00291971,0.032956088,0.008048333,0.005361943,0.007366516,0.019048195,0.01011813,0,0.011890747,0.013698844,0,0.027398974,0.012356733,0.016000341,0.010752792,0.009708814,0.01457945,0.028259337,0,0.023438573,0.013663489,0.024391453,-0.007117468,0.007510765,-0.026668247,0.013605652,0.025642431,0.009228806,-0.023342583,0.003407158,0.010196738,0.015384919,0.005037794,0.013129291,0.013785183,0.01306141
0.006389798,0.01641303,0.012158204,0.007220248,0.018915447,0.012121361,0.005162634,0.014127379,0.01242252,0,0.00581397,-0.00249688,0.010631329,0,0.007312647,0.025612576,0.006688988,-0.005714301,0.003539827,0.013513719,0,0.016086138,0.003502631,0.003960401,-0.010752792,0.007220248,0.009168368,0.015361285,0.002022245,-0.003868477,-0.011830868,0.023810649,0.021202208,-0.000534616,0.026668247,0.011198325,-0.010178205,0.026547367,0.005577951,0.020202707,0.002894358,-0.007662873,0,-0.002176279,0.007108734,0.00404695
0.03135053,0.002322881,0.029764102,0,0.02339288,0.011976191,0.022404196,0.013930574,0.014706147,0.02710193,0.014388737,0.009950331,0.011173301,0.015915455,0.005449605,-0.002301497,0.013245227,0.0099787,0.022132528,0.016639319,0.020965128,-0.010695289,0.010434877,0.011787956,0.014311514,0.014285957,0.015524245,0.018127385,0.008048333,0.024251348,0.025905063,0,0.013889112,0.027254434,-0.026668247,-0.015713006,0.025253867,0.001277139,0.016549566,0.013245227,0.00432589,0.025317808,0.021541844,0.002176279,0.01489879,0.015230755
-0.00619197,0.011534153,0.00875918,-0.014493007,-0.00676658,0.005934736,0.001006543,-0.00197824,-0.009780029,-0.010752792,-0.005730675,0,0.002610968,-0.005277057,0,-0.004618946,0,0.001417435,-0.002306806,0.003294896,0,0,-0.005203828,-0.003913899,-0.010714388,-0.011890747,-0.007731997,0.011904903,0.002002003,-0.003790276,0.005633818,-0.023810649,0,0.001386722,0,-0.002265007,0.007453451,0.003821661,-0.011617373,-0.016584128,0.007168489,-0.06720875,-0.006578971,0.002171554,-0.00148825,-0.003187254
0.030583423,0.004576667,0.012996573,-0.014706147,-0.000970403,0.005899722,0.002010051,-0.003968259,0.019465335,0,0.008583744,0.007398307,0.009085072,0.010526413,-0.001813237,0.00231214,0.013072082,0.009866183,0.014899989,0.003284075,0.00826451,-0.005390849,-0.001740644,0,0.001793722,0,0.012853647,0,-0.008032172,0.001265022,-0.005931215,0.023810649,0.027212564,0.008280192,0,-0.004545462,-0.004962789,-0.007657983,0.016468808,0.013289232,-0.008608375,0.015915455,0.008216973,0.021460051,0.005592308,0.002391392
0.006006024,0.013605652,0,-0.01492565,0.015414563,-0.011834458,-0.00100452,0.003968259,0.014354313,0.010752792,0.022536165,0.024273036,0.003224769,0,0.005429878,0.004608303,0.006472515,0.004198747,0.005672165,0.003273325,0.012270093,0.02139119,0.00521287,0.015564517,0.007142888,0.025975486,0.010165272,0.005899722,0.017982503,0.001263424,0.016812076,0.034685558,0.006688988,0.008041792,0,0.006810469,0.002484473,0.001920001,0.034486176,-0.05425059,0.017143277,0.002628122,0.021053409,0.02515856,0.006967233,0.009508788
0,0,0.008571481,-0.007547206,0.006669868,-0.005970167,0.012980711,0.007889587,0.00237248,0,0,-0.012062872,0.013431606,0,-0.001806685,0.002296212,0.00643089,0.004181191,-0.003399437,-0.006557401,-0.008163311,0,-0.00521287,0.011516442,0.003552402,-0.002333723,0.010062978,0.00293686,-0.003968259,0.010050336,0.018832948,0,-0.006688988,-0.012173318,0.039740329,0.0067644,-0.020050797,-0.012222732,-0.001169591,-0.031861102,-0.009964495,-0.00790518,0.012739026,0.002068253,0.004099879,0.003149609
0.011904903,0.00224972,-0.001423488,0,0.002844952,-0.006006024,-0.006968669,-0.003937013,-0.009523882,0,-0.019691213,-0.009756175,-0.005095552,0,0.005410293,0.002290952,-0.003210276,-0.002785517,-0.002272728,-0.003294896,-0.008230499,0,-0.003490405,0.015151805,-0.001774623,0.002333723,-0.001252348,0.01166194,-0.00199005,-0.001250782,-0.003162285,-0.022989518,-0.020339684,-0.007619084,-0.026317308,-0.0067644,0.005050516,-0.009102794,-0.009406301,0.003590668,-0.002865331,-0.00796817,-0.009539023,-0.008298803,-0.001859262,-0.002361276
0.011764842,-0.00224972,0.004264399,0,0.010362787,0.017910927,0.012903405,0.013712262,0.009523882,0.005333346,0.028013036,-0.024815169,0.009532961,-0.005249356,0,0,0.012779727,0.005563297,0.007932053,0.009852296,0,0.005277057,0.010434877,0.025975486,0.00531445,0.013889112,0.007490672,0.014388737,0,-0.002506267,0.001438642,0,0,0.011063207,0.013245227,0.00451468,0.010025147,0.012333814,0.030825354,-0.007194276,0.009992945,0.015873349,0.015848192,0,0.006634879,0.007067167
0.00583092,0.006734032,0.002832863,0.007547206,0.009328426,-0.005934736,0.005899722,0.013526776,0.009434032,0.010582109,-0.002766253,0.005012542,0.004417805,0.0104713,0.001796946,0.011376687,0.003169575,0.005532518,-0.004524895,0.01620781,0.008230499,-0.005277057,0.010327114,0.021739987,0.003527341,0.020478531,0.002484473,0.005698021,0.00199005,0.014944238,-0.006634959,0.011560822,-0.006872879,0.000171895,0.013072082,0,0,0.003863495,0.027120306,0.003603608,0.012703064,0.002621233,0.024845999,0,0.005814159,0.00624027
0.005797118,-0.015783868,0.001413428,-0.007547206,-0.001858737,-0.011976191,-0.004914015,-0.007707167,-0.007067167,0,-0.013947227,-0.007528266,-0.003153582,-0.015748357,-0.001796946,-0.009090972,0.006309169,0.002754823,0.011274077,-0.006451635,-0.012371292,0,-0.005150226,-0.003590668,0,-0.00451468,0.004950505,0.002836881,-0.005982072,-0.00495664,-0.000289477,-0.011560822,-0.013889112,0.00838687,0,-0.006779687,-0.007509422,-0.002574004,0.003894303,-0.018149319,0.006988149,0.002614381,-0.00153492,0.002081166,-0.002505038,-0.000777907
-0.011628038,0.004535155,0.001411433,0,0.015690216,-0.006042314,0.007850874,0.003861009,-0.004739345,0.015666117,0.011173301,0,0.006924799,-0.02139119,0.003590668,0.006825965,0.012500163,0,-0.003368897,0,0.004140793,0.005277057,0.008569033,0,0.005267791,0.00900907,0.007380107,-0.002836881,0.001998003,0.007425777,-0.011355487,-0.035506688,-0.007017573,0.008655124,-0.013072082,0.006779687,0.002509412,0.0102565,0,-0.003669729,0.012456908,0.020672571,0.012213892,0.008281621,0.004616066,0.0038835
0.00583092,0,-0.001411433,0.007547206,0.001829827,0.006042314,-0.000977995,0.007677581,-0.004761914,0.00516797,0,-0.017789542,0,-0.010869672,0.010695289,0.004524895,0.00619197,0.004118057,0.00560854,0.006451635,0.004123717,0.005249356,0.00170503,0.003590668,-0.001752849,0,-0.001226242,0.002836881,0.009930568,0.001232286,-0.010005969,-0.024391453,-0.007067167,-0.007122296,-0.026668247,-0.00451468,0.00250313,-0.008325376,0.015427303,-0.014815086,-0.001376463,-0.005128216,-0.009146405,-0.010362787,0.0018808,0.000774893
0.022989518,0,-0.00851069,0,-0.009182801,0.006006024,0.010705698,0.007619084,-0.004784698,-0.010362787,0.002773927,0,-0.001255493,0.010869672,-0.005333346,0.004504512,-0.003091193,0.00273598,-0.003361348,-0.003220615,0.008196767,-0.005249356,-0.008554372,0,-0.00881063,-0.011274077,0.002450982,-0.005681833,0.001974334,0.007361996,-0.006528213,0,0.01408474,-0.03216601,0.01342302,0.00900907,-0.005012542,0,0.012496767,0.014815086,0.009595687,0.007682496,-0.006144413,0.014478019,-0.000492057,0
0.005665738,0.022372298,0.005681833,0.022305758,-0.012065112,0.046792162,-0.006799443,0,-0.004807702,0.015504187,-0.002773927,0.022814678,0,0.010752792,-0.001784122,0.022223137,0.003091193,0.002728515,0.004479291,0.00643089,0.016194686,-0.005277057,0.001716739,0.003577821,0.014059986,-0.002270149,0.002444989,0,0.003937013,-0.003674223,-0.002682965,0.036367644,0.020761991,0.008923163,-0.01342302,0.026550232,0.034571344,0.018477748,-0.013590859,0.039644831,0.001363327,0.002547772,-0.029712897,0,0.002642967,0.003093583
0,-0.00221484,0.008462674,-0.007380107,-0.010323883,-0.005730675,0.00291971,-0.007619084,-0.004830927,-0.01030937,0.008298803,-0.002509412,0.002509412,0.005333346,-0.003577821,-0.004405293,-0.003091193,-0.009582551,-0.006726483,0,0,0,0.005132603,0.003565066,-0.003496507,-0.011428696,-0.003669729,-0.002853069,0,0.007334996,0.000298463,0,0.006825965,0.010224506,0,-0.002185793,0.016847571,0.003151594,0.011969675,0.007042283,0.037437527,0.002541297,0.011049836,0,-0.001393134,-0.00231929
-0.011363759,0.00221484,-0.011299555,-0.01492565,0,-0.017391743,0.006779687,-0.003831422,-0.007290433,-0.010416761,-0.008298803,-0.010101096,-0.002509412,0,0,-0.011098893,-0.003100778,0,0.001124227,0.009569451,-0.00402415,0.005277057,-0.003418807,0.007092228,-0.003508776,-0.002301497,-0.006146301,-0.002861232,-0.007889587,0.002433091,-0.008992866,0,-0.020619287,-0.003281239,0,-0.004385972,-0.002389487,-0.008849615,-0.001082251,-0.007042283,-0.018543578,-0.007643349,-0.022223137,-0.006179216,-0.002371983,-0.003877477
-0.005730675,0.002209946,0.00425231,0,-0.006625675,-0.005865119,-0.017527226,-0.009643276,0.00486619,0,0.002773927,0.007585371,-0.000628338,0.005305052,0.007142888,0,0.003100778,0.002747254,0.005602256,-0.003179653,-0.00404041,0.0104713,0.005123837,-0.003539827,0.013961832,0,0.002463055,0.005714301,0.005923018,-0.009768087,-0.013032462,0,0,-0.001384802,0,-0.006615239,0,0.003169575,-0.00379713,0.024434025,-0.002677378,0.007643349,0.003205131,-0.029352212,8.88E-05,-0.003112843
-0.065305098,-0.006644543,-0.009950331,0,-0.023055776,-0.005899722,-0.0339693,-0.019570096,-0.007308193,-0.010526413,0.002766253,0.002515725,-0.003778342,-0.016000341,0,-0.00447428,-0.009331327,0.00547197,-0.014631662,0,-0.012220111,-0.0104713,0.010169579,-0.007117468,-0.012205906,0.009174376,-0.012376396,-0.005714301,0.011741818,-0.023588927,0.004869151,-0.024097552,0.006920443,-0.011673623,0,0.004415018,-0.002395211,-0.006986373,-0.01975915,0.003442344,0.002677378,0,-0.003205131,0.006362694,-0.009543745,-0.007039528
-0.006153866,0.002219757,-0.012940511,-0.015151805,0.009671255,-0.011904903,-0.004073325,0,0.002442004,0,0,0,0.003778342,0,-0.005352377,-0.00900907,0.00623055,0.002724797,0.004524895,-0.003189795,0,0,0.00168492,-0.007168489,0.005249356,-0.009174376,0.002487563,0,0.001943635,0,0.011169927,0,0.053704179,0.009766384,0.01342302,-0.01107431,0,-0.00127551,0.009928377,-0.006896579,0,0,0.025357936,0.008421102,0.000603235,0
0,-0.006674107,0.002890175,-0.007662873,-0.000962927,0,0.011161963,0.005911347,-0.017220598,0,0.002758622,-0.017744445,0.006265685,-0.010810916,0.007130155,-0.027524673,0.015408625,0.002717393,0.001128032,0.009539023,-0.008230499,0.005249356,0.005037794,0.003590668,-0.005249356,0.011454879,-0.002487563,0,-0.001943635,0.00376176,-0.011169927,-0.012270093,-0.033225648,0.003983724,0.013245227,-0.015713006,-0.009638629,-0.027824506,-0.002197803,-0.024519617,-0.001337793,0.002534856,0.00624027,0.004184107,0.00115654,0.000784621
-0.00619197,0.008888947,0.004319661,-0.023347364,-0.002894358,-0.012048339,0.012036254,0.013658749,0.012330612,0.005277057,0.008230499,-0.002560821,0.007467365,0.005420067,0.008841791,-0.00232829,-0.00306279,0.004062294,-0.001128032,0.02191011,-0.004140793,0,0.013311345,0.010695289,0.001752849,0.002275314,-0.006246116,0.005714301,0.001943635,0.009962723,-0.014987282,0.012270093,0,-0.086241657,-0.013245227,-0.002265007,-0.009732437,-0.003944778,-0.009950331,-0.021506205,0.008000043,0.010075652,-0.004676548,0.002085506,0.004604729,0.003132344
-0.018809332,-0.004434597,0.00143575,-0.032002731,-0.031405918,-0.018349139,-0.016080749,-0.019570096,-0.007380107,-0.005277057,-0.010989122,-0.012903405,-0.001240695,-0.005420067,-0.001762115,-0.021202208,-0.012345836,-0.005420067,-0.014781395,-0.018750549,-0.008333382,-0.005249356,-0.00165426,-0.010695289,-0.012334958,-0.032335381,-0.021533448,-0.014347448,-0.005842276,-0.014981554,0.013468217,0,-0.020478531,-0.00737592,-0.083381609,0,-0.019753729,-0.009265453,-0.009489326,0.010810916,0,-0.005025136,-0.020521636,-0.006269613,-0.01143298,-0.0110064
0.018809332,0.013245227,0.005722476,-0.008163311,0.020721018,-0.00619197,0.008072698,0.015686596,0.002466092,0.015748357,0.002758622,0.005181359,-0.003731348,0.010810916,0.036367644,0.016529302,-0.003110422,-0.005449605,0.004571437,-0.006329135,0,0.005249356,-0.003316753,0,-0.014285957,0.009345862,0.00892294,-0.002894358,0.00195122,0.008766493,0.017779585,0,0.013698844,-0.010111695,0,0.024637304,-0.00249688,-0.012040279,0.002800338,0.014235116,-0.002659576,0.017478597,0.009523882,-0.021187233,0.005329379,0.005518343
0.012345836,0.006557401,0.025353471,-0.008230499,0.025073638,0.018462063,0.02285246,0.013526776,0.017094433,0.005194817,0.002751033,0.022989518,-0.003745323,0.077558234,0.02684725,-0.002344667,0.012384059,0.024292693,0.020316726,0.009478744,0.024794659,-0.005249356,-0.001662511,-0.007194276,0.016057437,0.006952519,0.042242305,0.014388737,0.00583092,0.022195732,0.013646014,0.047628049,0.020202707,0.008021433,-0.014598799,0.00881063,0.014888612,0.00536914,0.027580347,0.017513582,0.023685318,0.004938282,0.026501941,0.010649728,0.015113434,0.014051753
0.018237588,0.002176279,0.005547864,0.008230499,0.010421695,0,0.002942621,0.009551171,0.004830927,-0.020943174,-0.002751033,0.002522069,0.02104038,0.004962789,-0.004979263,0.002344667,0,-0.020202707,0.001116695,0,-0.008196767,-0.032088315,-0.006677821,0.017889565,0.036494058,0.077730568,0.013293247,-0.023122417,-0.001939865,0.008500355,0.023873041,0.011560822,0.006644543,-0.001141987,0.043172172,-0.004395611,0.009804,0.005340467,0.010822616,0,0.003893581,0.002460026,0.009188426,-0.088553397,0.004198825,0.00464038
-0.006042314,0,-0.006939653,0.008163311,-0.005671093,0.012121361,-0.005893927,-0.01339733,-0.007255171,-0.005305052,-0.008298803,-0.012674441,-0.003680986,0.019608471,0,-0.002344667,-0.003081667,0.002717393,0.002229655,0.00938974,0.004106782,0.021506205,0.001673641,-0.003552402,0.006802747,-0.002139038,-0.006020488,0.00291971,-0.003891055,-0.002421309,0.006595006,0,0.006600684,-0.000190458,0,-0.006629859,-0.002442004,-0.0086928,-0.002155173,0.003466208,-0.002594035,-0.004926118,-0.006116227,0.013793322,-0.002089196,-0.000771903
0.006042314,0,0.008321823,-0.01639381,0.02803922,0.023810649,0.011753318,-0.001928641,0.009661911,0.010582109,-0.00836825,0.00508907,0.004904976,0.023981965,0.013223333,0.011668744,-0.01242252,-0.001357773,0.019846296,0.021572485,0.020284671,0,0.006666691,0.014134511,-0.005097717,-0.008602204,0.014388737,0.017341475,0.009699397,0.014440684,-0.00745844,0.011428696,0.025975486,0.014747857,-0.028573372,-0.002219757,0.026539555,0.006693465,-0.016861971,0.017153079,0.014184635,0.009828089,-0.004611845,0.006825965,0.009212391,0.008458336
0.011976191,0.010810916,0.00688234,0.008230499,0.00551472,-0.017804625,0.001945526,0.009606222,0.004796172,0.031090587,0.002797205,0.007585371,0.011553792,0.009434032,0.009804,0.009237941,0.003120127,0.0121541,0.005443672,0.015128882,0.008000043,0.021053409,0.011560822,0.013937508,0.013536586,0.019251931,0,0.014224991,0.009606222,0.003577821,-0.00086418,0.011299555,-0.00643089,0.009154665,0.014388737,0,-0.007168489,-0.002672012,0.075517526,0,0.016508311,0,-0.0061824,0,0.007561473,0.006106889
-0.005970167,0.019169916,0.032391496,0.008163311,0.00091617,0.005970167,-0.00097229,0.020814375,0.011890747,-0.005115101,0.005571045,-0.012674441,0.00241546,0.004683849,-0.003257332,0.006872879,0.0062112,0.001341382,0.007571697,0.002998503,0.011881328,0.010362787,0.006546668,0,0.013355791,0.016807118,0.013010237,0.002820876,0.005719749,-0.004773279,-0.009555596,0.011173301,0.012820688,0.000371885,0.028170877,0.017621601,0.007168489,-0.014825069,-0.008171649,0.003395589,0.003771218,0.007308193,-0.042761859,0.004524895,0.005688664,0.003797954
-0.006006024,0.012578782,0.014502561,-0.01639381,0.024424552,0.011834458,0.005819609,0,0,-0.0051414,-0.00836825,-0.00255428,-0.001207001,0.013921339,0.006504088,-0.004576667,0,0.004013383,0,0.005970167,-0.02794593,0.0051414,0.006504088,-0.010434877,0.003311261,0.00415801,0.00702579,-0.014184635,0.003795071,0.007151401,0.009555596,0.011049836,-0.025807884,0.011460384,-0.028170877,0,0.011834458,0.002711866,0.004094172,0.013468217,-0.006293287,-0.009756175,0.004842624,-0.009070357,0.003691282,0.002271868
0.011976191,0.010362787,-0.002621233,0.008230499,-0.008976721,0.005865119,-0.011673284,-0.009407407,0.00471699,0,0.002797205,-0.00770222,0.009017194,-0.009259325,0.006462058,-0.009216655,0.003091193,0.00399734,-0.003237995,0.008888947,-0.012220111,0.005115101,0.004850454,0.003490405,0.003300333,0.012371292,0.004656586,-0.005730675,0.001892148,-0.011947573,-0.011011412,-0.011049836,0,-0.010345557,0.055569851,-0.022075952,-0.002355714,0.002029084,0.026708567,0.006666691,0.00126183,-0.009852296,-0.051208545,0.031392712,-0.000249826,-0.001514005
